1 1 0  -2.00000000000E-001 -1.30104260698E-018  4.33680868994E-019  1.72092448109E-003  3.38827507918E-005  8.72552751680E-005  1.36946819083E+003  2.69630364011E+001  6.94355418485E+001  1.42176941145E+000 -1.63119796963E+000 -1.52204061636E+000  1.02544596736E-001  4.87005943369E-003  3.47919116042E-001
1 1 1  -1.98000000000E-001 -1.62630325873E-018 -6.50521303491E-019  1.85005500123E-003  3.10008243139E-005  1.15154415747E-004  1.47222699387E+003  2.46696721756E+001  9.16369725297E+001  1.67982854321E+000 -1.93794983363E+000 -1.80242176093E+000  1.06787386830E-001  1.71432250843E-002  4.69535344708E-001
1 1 2  -1.96000000000E-001 -3.36102673471E-018 -6.50521303491E-019  1.97918552136E-003  2.81188978360E-005  1.43053556326E-004  1.57498579691E+003  2.23763079501E+001  1.13838403211E+002  1.93788767496E+000 -2.24470169764E+000 -2.08280290551E+000  1.11030176924E-001  2.94163907350E-002  5.91151573374E-001
1 1 3  -1.94000000000E-001 -1.78893358460E-018 -2.16840434497E-019  2.10831604150E-003  2.52369713582E-005  1.70952696905E-004  1.67774459994E+003  2.00829437246E+001  1.36039833892E+002  2.19594680671E+000 -2.55145356164E+000 -2.36318405008E+000  1.15272967018E-001  4.16895563856E-002  7.12767802040E-001
1 1 4  -1.92000000000E-001 -4.33680868994E-019 -8.67361737988E-019  2.23146873654E-003  2.40807769051E-005  1.88951995797E-004  1.77574640090E+003  1.91628734116E+001  1.50363220863E+002  2.44389162861E+000 -2.84309530435E+000 -2.63320729681E+000  1.25113628180E-001  4.90084106180E-002  7.89623753242E-001
1 1 5  -1.90000000000E-001 -2.81892564846E-018  0.00000000000E+000  2.34038320277E-003  2.70350017115E-005  1.83371446050E-004  1.86241777938E+003  2.15137708190E+001  1.45922360471E+002  2.66774577282E+000 -3.09874714089E+000 -2.87855967797E+000  1.48287528059E-001  4.45268828797E-002  7.59867841240E-001
1 1 6  -1.88000000000E-001 -1.08420217249E-018 -4.33680868994E-019  2.44929766900E-003  2.99892265180E-005  1.77790896303E-004  1.94908915785E+003  2.38646682265E+001  1.41481500079E+002  2.89159991703E+000 -3.35439897743E+000 -3.12391205913E+000  1.71461427938E-001  4.00453551414E-002  7.30111929237E-001
1 1 7  -1.86000000000E-001 -2.16840434497E-019 -4.33680868994E-019  2.55821213523E-003  3.29434513244E-005  1.72210346556E-004  2.03576053633E+003  2.62155656339E+001  1.37040639686E+002  3.11545406124E+000 -3.61005081398E+000 -3.36926444029E+000  1.94635327817E-001  3.55638274031E-002  7.00356017235E-001
1 1 8  -1.84000000000E-001  4.33680868994E-019 -4.33680868994E-019  2.66712660146E-003  3.58976761309E-005  1.66629796809E-004  2.12243191480E+003  2.85664630414E+001  1.32599779294E+002  3.33930820545E+000 -3.86570265052E+000 -3.61461682145E+000  2.17809227696E-001  3.10822996648E-002  6.70600105232E-001
1 1 9  -1.82000000000E-001 -1.30104260698E-018 -4.33680868994E-019  2.77604106770E-003  3.88519009374E-005  1.61049247062E-004  2.20910329327E+003  3.09173604488E+001  1.28158918902E+002  3.56316234966E+000 -4.12135448706E+000 -3.85996920261E+000  2.40983127575E-001  2.66007719265E-002  6.40844193230E-001
1 1 10  -1.80000000000E-001 -2.60208521397E-018  8.67361737988E-019  2.88495553393E-003  4.18061257438E-005  1.55468697315E-004  2.29577467175E+003  3.32682578563E+001  1.23718058510E+002  3.78701649387E+000 -4.37700632361E+000 -4.10532158377E+000  2.64157027455E-001  2.21192441882E-002  6.11088281227E-001
1 1 11  -1.78000000000E-001 -1.73472347598E-018 -8.67361737988E-019  2.99387000016E-003  4.47603505503E-005  1.49888147568E-004  2.38244605022E+003  3.56191552637E+001  1.19277198118E+002  4.01087063808E+000 -4.63265816015E+000 -4.35067396493E+000  2.87330927334E-001  1.76377164498E-002  5.81332369225E-001
1 1 12  -1.76000000000E-001  2.16840434497E-019 -8.67361737988E-019  3.10278446639E-003  4.77145753567E-005  1.44307597821E-004  2.46911742870E+003  3.79700526712E+001  1.14836337726E+002  4.23472478229E+000 -4.88830999669E+000 -4.59602634609E+000  3.10504827213E-001  1.31561887115E-002  5.51576457223E-001
1 1 13  -1.74000000000E-001 -1.73472347598E-018  0.00000000000E+000  3.21169893262E-003  5.06688001632E-005  1.38727048074E-004  2.55578880717E+003  4.03209500786E+001  1.10395477334E+002  4.45857892651E+000 -5.14396183324E+000 -4.84137872725E+000  3.33678727092E-001  8.67466097322E-003  5.21820545220E-001
1 1 14  -1.72000000000E-001 -1.73472347598E-018  0.00000000000E+000  3.32061339886E-003  5.36230249696E-005  1.33146498327E-004  2.64246018564E+003  4.26718474860E+001  1.05954616942E+002  4.68243307072E+000 -5.39961366978E+000 -5.08673110841E+000  3.56852626971E-001  4.19313323491E-003  4.92064633218E-001
1 1 15  -1.70000000000E-001  1.62630325873E-018 -1.40946282423E-018  3.60288881615E-003  6.57836624245E-006  1.59837787397E-004  2.86708782578E+003  5.23489753075E+000  1.27194869931E+002  5.77802586717E+000 -6.57057094687E+000 -6.30920603632E+000 -4.16286501472E-002 -5.94117261269E-002  6.94169610364E-001
1 1 16  -1.68000000000E-001  2.16840434497E-019 -2.71050543121E-019  3.96537749686E-003 -6.36005311369E-005  2.01461098307E-004  3.15554715286E+003 -5.06116946264E+001  1.60317648365E+002  7.27696787060E+000 -8.16503557063E+000 -7.98379078331E+000 -6.35207713539E-001 -1.50372661605E-001  1.00355548590E+000
1 1 17  -1.66000000000E-001  0.00000000000E+000 -1.08420217249E-018  4.32786617756E-003 -1.33779428516E-004  2.43084409218E-004  3.44400647993E+003 -1.06458286784E+002  1.93440426799E+002  8.77590987404E+000 -9.75950019438E+000 -9.65837553031E+000 -1.22878677693E+000 -2.41333597084E-001  1.31294136143E+000
1 1 18  -1.64000000000E-001 -4.33680868994E-019  2.16840434497E-019  4.69035485827E-003 -2.03958325896E-004  2.84707720128E-004  3.73246580701E+003 -1.62304878941E+002  2.26563205233E+002  1.02748518775E+001 -1.13539648181E+001 -1.13329602773E+001 -1.82236584032E+000 -3.32294532562E-001  1.62232723696E+000
1 1 19  -1.62000000000E-001 -3.46944695195E-018  2.27682456222E-018  5.06946555218E-003 -2.52272231945E-004  3.25420323694E-004  4.03415251193E+003 -2.00751863824E+002  2.58961265788E+002  1.19205863480E+001 -1.31058093275E+001 -1.32099084030E+001 -2.19238427559E+000 -4.08265639388E-001  1.93624323390E+000
